agent_id,cycle,messages_sent,messages_received,vision_x,vision_y,estimated_x,estimated_y,sent_x,sent_y,agent_with_vision,agent_who_broadcasted,agent_pos_x,agent_pos_y
2,529,1,8,,,-8.4,0.91,-8.46,0.91,False,True,-8.53,-4.98
3,529,1,8,,,-8.4,0.91,-8.43,0.91,False,True,-7.83,0.7
4,529,1,8,,,-8.4,0.91,-8.41,0.92,False,True,-8.7,5.0
5,529,0,9,,,-8.4,0.91,,,False,False,-6.47,-4.99
6,529,1,8,,,-8.4,0.91,-8.37,0.91,False,True,-6.65,0.97
7,529,1,8,,,-8.4,0.91,-8.36,0.9,False,True,-6.61,5.04
8,529,1,8,,,-8.4,0.91,-8.33,0.92,False,True,-4.51,-6.0
9,529,1,8,,,-8.4,0.91,-8.33,0.91,False,True,-4.52,-2.56
10,529,1,8,,,-8.4,0.91,-8.3,0.93,False,True,-4.48,2.45
11,529,0,9,,,-8.4,0.91,,,False,False,-4.78,6.23
1,530,1,8,-8.61,0.93,-8.56,0.92,-8.58,0.94,True,True,-14.0,-0.01
2,530,1,8,,,-8.56,0.92,-8.59,0.93,False,True,-8.51,-4.98
3,530,1,8,,,-8.56,0.92,-8.58,0.92,False,True,-8.17,0.71
4,530,1,8,,,-8.56,0.92,-8.54,0.92,False,True,-8.56,5.0
5,530,0,9,,,-8.56,0.92,,,False,False,-6.49,-4.99
6,530,1,8,,,-8.56,0.92,-8.54,0.92,False,True,-6.5,0.94
7,530,1,8,,,-8.56,0.92,-8.52,0.92,False,True,-6.52,5.0
8,530,1,8,,,-8.56,0.92,-8.51,0.93,False,True,-4.52,-5.99
9,530,1,8,,,-8.56,0.92,-8.49,0.94,False,True,-4.5,-2.55
10,530,1,8,,,-8.56,0.92,-8.49,0.91,False,True,-4.48,2.48
11,530,0,9,,,-8.56,0.92,,,False,False,-4.64,6.04
1,531,1,8,-8.68,0.9,-8.66,0.92,-8.68,0.93,True,True,-14.0,-0.0
2,531,1,8,,,-8.65,0.92,-8.66,0.93,False,True,-8.5,-4.98
3,531,1,8,,,-8.65,0.92,-8.67,0.92,False,True,-8.45,0.64
4,531,1,8,,,-8.65,0.92,-8.64,0.93,False,True,-8.54,5.01
5,531,0,9,,,-8.65,0.92,,,False,False,-6.49,-4.99
6,531,1,8,,,-8.65,0.92,-8.64,0.91,False,True,-6.34,0.83
7,531,1,8,,,-8.65,0.92,-8.63,0.92,False,True,-6.53,5.01
8,531,1,8,,,-8.65,0.92,-8.61,0.92,False,True,-4.5,-6.0
9,531,1,8,,,-8.65,0.92,-8.6,0.94,False,True,-4.52,-2.55
10,531,1,8,,,-8.65,0.92,-8.6,0.91,False,True,-4.48,2.46
11,531,0,9,,,-8.65,0.92,,,False,False,-4.55,5.95
1,532,1,7,-8.73,0.91,-8.71,0.91,-8.72,0.91,True,True,-14.0,0.0
2,532,1,7,,,-8.71,0.91,-8.7,0.92,False,True,-8.5,-4.98
3,532,1,7,,,-8.71,0.91,-8.71,0.91,False,True,-8.69,0.57
4,532,1,7,,,-8.71,0.91,-8.72,0.93,False,True,-8.53,5.0
5,532,0,8,,,-8.71,0.91,,,False,False,-6.5,-4.99
6,532,1,7,,,-8.71,0.91,-8.7,0.91,False,True,-6.17,0.67
7,532,1,8,,,-8.71,0.91,-8.71,0.93,False,True,-6.52,5.02
8,532,1,8,,,-8.71,0.91,-8.72,0.91,False,True,-4.5,-5.97
9,532,1,7,,,-8.71,0.91,-8.69,0.92,False,True,-4.5,-2.51
10,532,1,7,,,-8.71,0.91,-8.68,0.91,False,True,-4.5,2.48
11,532,0,8,,,-8.71,0.91,,,False,False,-4.54,5.97
1,533,1,8,-8.74,0.91,-8.75,0.92,-8.76,0.9,True,True,-14.0,0.02
2,533,1,8,,,-8.75,0.92,-8.75,0.91,False,True,-8.48,-4.98
3,533,1,8,,,-8.75,0.92,-8.75,0.92,False,True,-8.89,0.64
4,533,1,8,,,-8.75,0.92,-8.74,0.93,False,True,-8.52,4.98
5,533,0,9,,,-8.75,0.92,,,False,False,-6.5,-5.0
6,533,1,8,,,-8.75,0.92,-8.74,0.93,False,True,-6.11,0.43
7,533,1,8,,,-8.75,0.92,-8.75,0.93,False,True,-6.51,5.01
8,533,1,8,,,-8.75,0.92,-8.76,0.9,False,True,-4.51,-5.99
9,533,1,8,,,-8.75,0.92,-8.74,0.9,False,True,-4.51,-2.52
10,533,1,8,,,-8.75,0.92,-8.72,0.92,False,True,-4.5,2.5
11,533,0,9,,,-8.75,0.92,,,False,False,-4.51,5.97
1,534,1,8,-8.77,0.9,-8.77,0.92,-8.77,0.91,True,True,-14.0,-0.01
2,534,1,8,,,-8.77,0.92,-8.77,0.92,False,True,-8.56,-4.99
3,534,1,8,,,-8.77,0.92,-8.77,0.92,False,True,-9.09,0.72
4,534,1,8,,,-8.77,0.92,-8.78,0.92,False,True,-8.59,4.96
5,534,0,9,,,-8.77,0.92,,,False,False,-6.51,-4.99
6,534,1,8,,,-8.77,0.92,-8.77,0.92,False,True,-6.37,0.28
7,534,1,8,,,-8.77,0.92,-8.78,0.91,False,True,-6.63,5.0
8,534,1,8,,,-8.77,0.92,-8.75,0.94,False,True,-4.52,-5.98
9,534,1,8,,,-8.77,0.92,-8.78,0.91,False,True,-4.58,-2.48
10,534,1,8,,,-8.77,0.92,-8.77,0.93,False,True,-4.57,2.46
11,534,0,9,,,-8.77,0.92,,,False,False,-4.57,5.98
1,535,1,8,-8.78,0.9,-8.79,0.92,-8.8,0.94,True,True,-14.0,0.01
2,535,1,8,,,-8.79,0.92,-8.81,0.91,False,True,-8.79,-5.03
3,535,1,8,,,-8.79,0.92,-8.79,0.92,False,True,-9.09,0.9
4,535,1,8,,,-8.79,0.92,-8.78,0.92,False,True,-8.78,4.95
5,535,0,9,,,-8.79,0.92,,,False,False,-6.72,-4.93
6,535,1,8,,,-8.79,0.92,-8.78,0.92,False,True,-6.66,0.24
7,535,1,8,,,-8.79,0.92,-8.77,0.91,False,True,-6.85,4.98
8,535,1,8,,,-8.79,0.92,-8.81,0.91,False,True,-4.77,-6.03
9,535,1,8,,,-8.79,0.92,-8.77,0.93,False,True,-4.77,-2.44
10,535,1,8,,,-8.79,0.92,-8.77,0.9,False,True,-4.89,2.44
11,535,0,9,,,-8.79,0.92,,,False,False,-4.67,6.01
1,536,1,8,-8.78,0.92,-8.79,0.93,-8.79,0.91,True,True,-14.0,0.01
2,536,1,8,,,-8.79,0.93,-8.79,0.91,False,True,-9.1,-4.99
3,536,1,8,,,-8.79,0.93,-8.79,0.93,False,True,-9.0,0.91
4,536,1,8,,,-8.79,0.93,-8.79,0.92,False,True,-9.07,4.96
5,536,0,9,,,-8.79,0.93,,,False,False,-6.94,-4.88
6,536,1,8,,,-8.79,0.93,-8.8,0.93,False,True,-6.99,0.21
7,536,1,8,,,-8.79,0.93,-8.79,0.93,False,True,-7.17,5.01
8,536,1,8,,,-8.79,0.93,-8.8,0.93,False,True,-5.09,-5.93
9,536,1,8,,,-8.79,0.93,-8.78,0.92,False,True,-5.11,-2.42
10,536,1,8,,,-8.79,0.93,-8.78,0.92,False,True,-5.26,2.34
11,536,0,9,,,-8.79,0.93,,,False,False,-4.93,5.99
1,537,1,8,-9.02,1.12,-8.95,0.99,-9.01,1.09,True,True,-14.0,0.03
2,537,1,8,,,-8.95,0.99,-8.99,1.08,False,True,-9.41,-4.95
3,537,1,8,,,-8.95,0.99,-8.99,1.01,False,True,-9.08,0.97
4,537,1,8,,,-8.95,0.99,-8.9,0.97,False,True,-9.38,4.97
5,537,0,9,,,-8.95,0.99,,,False,False,-7.19,-4.92
6,537,1,8,,,-8.95,0.99,-8.84,0.93,False,True,-7.22,0.03
7,537,1,8,,,-8.95,0.99,-8.87,0.92,False,True,-7.46,5.0
8,537,1,8,,,-8.95,0.99,-8.81,0.91,False,True,-5.35,-5.95
9,537,1,8,,,-8.95,0.99,-8.8,0.93,False,True,-5.43,-2.5
10,537,1,8,,,-8.95,0.99,-8.8,0.92,False,True,-5.59,2.29
11,537,0,9,,,-8.95,0.99,,,False,False,-5.2,6.01
1,538,1,8,-9.06,1.3,-9.04,1.22,-9.05,1.28,True,True,-14.01,0.03
2,538,1,8,,,-9.04,1.22,-9.04,1.25,False,True,-9.68,-4.92
3,538,1,8,,,-9.04,1.22,-9.05,1.24,False,True,-9.17,0.97
4,538,1,8,,,-9.04,1.22,-9.04,1.23,False,True,-9.66,4.95
5,538,0,9,,,-9.04,1.22,,,False,False,-7.5,-4.86
6,538,1,8,,,-9.04,1.22,-9.03,1.2,False,True,-7.38,-0.14
7,538,1,8,,,-9.04,1.22,-9.03,1.18,False,True,-7.72,5.0
8,538,1,8,,,-9.04,1.22,-9.02,1.17,False,True,-5.61,-6.14
9,538,1,8,,,-9.04,1.22,-9.05,1.13,False,True,-5.67,-2.52
10,538,1,8,,,-9.04,1.22,-9.03,1.14,False,True,-5.88,2.32
11,538,0,9,,,-9.04,1.22,,,False,False,-5.5,5.91
1,539,1,8,-9.08,1.38,-9.06,1.36,-9.07,1.39,True,True,-14.0,-0.0
2,539,1,8,,,-9.06,1.35,-9.06,1.37,False,True,-9.77,-4.9
3,539,1,8,,,-9.06,1.35,-9.06,1.37,False,True,-9.28,1.1
4,539,1,8,,,-9.06,1.35,-9.07,1.35,False,True,-9.69,4.93
5,539,0,9,,,-9.06,1.35,,,False,False,-7.61,-4.86
6,539,1,8,,,-9.06,1.35,-9.06,1.33,False,True,-7.4,-0.25
7,539,1,8,,,-9.06,1.35,-9.06,1.32,False,True,-7.74,5.01
8,539,1,8,,,-9.06,1.35,-9.07,1.31,False,True,-5.68,-6.28
9,539,1,8,,,-9.06,1.35,-9.06,1.32,False,True,-5.71,-2.58
10,539,1,8,,,-9.06,1.35,-9.06,1.29,False,True,-5.87,2.34
11,539,0,9,,,-9.06,1.35,,,False,False,-5.61,5.88
1,540,1,8,,,-9.08,1.43,-9.08,1.45,False,True,-14.0,0.01
2,540,1,8,,,-9.08,1.43,-9.08,1.43,False,True,-9.74,-4.95
3,540,1,8,,,-9.08,1.43,-9.08,1.44,False,True,-9.43,1.32
4,540,1,8,,,-9.08,1.43,-9.08,1.44,False,True,-9.58,4.91
5,540,0,9,,,-9.08,1.43,,,False,False,-7.5,-4.88
6,540,1,8,,,-9.08,1.43,-9.08,1.42,False,True,-7.18,-0.33
7,540,1,8,,,-9.08,1.43,-9.08,1.42,False,True,-7.47,5.05
8,540,1,8,,,-9.08,1.43,-9.09,1.4,False,True,-5.5,-6.34
9,540,1,8,,,-9.08,1.43,-9.07,1.42,False,True,-5.46,-2.66
10,540,1,8,,,-9.08,1.43,-9.08,1.41,False,True,-5.61,2.4
11,540,0,9,,,-9.08,1.43,,,False,False,-5.45,5.96
1,541,1,8,-9.09,1.51,-9.09,1.48,-9.09,1.51,True,True,-14.0,0.01
2,541,1,8,,,-9.09,1.48,-9.09,1.49,False,True,-9.71,-5.03
3,541,1,8,,,-9.09,1.48,-9.09,1.48,False,True,-9.4,1.48
4,541,1,8,,,-9.09,1.48,-9.08,1.48,False,True,-9.34,4.96
5,541,0,9,,,-9.09,1.48,,,False,False,-7.25,-4.99
6,541,1,8,,,-9.09,1.48,-9.09,1.47,False,True,-6.9,-0.25
7,541,1,8,,,-9.09,1.48,-9.09,1.48,False,True,-7.2,5.07
8,541,1,8,,,-9.09,1.48,-9.12,1.47,False,True,-5.2,-6.3
9,541,1,8,,,-9.09,1.48,-9.09,1.45,False,True,-5.17,-2.67
10,541,1,8,,,-9.09,1.48,-9.08,1.45,False,True,-5.32,2.44
11,541,0,9,,,-9.09,1.48,,,False,False,-5.11,6.01
1,542,1,8,-9.1,1.53,-9.09,1.52,-9.1,1.5,True,True,-14.0,0.01
2,542,1,8,,,-9.09,1.52,-9.08,1.54,False,True,-9.86,-5.13
3,542,1,8,,,-9.09,1.52,-9.09,1.52,False,True,-9.34,1.47
4,542,1,8,,,-9.09,1.52,-9.09,1.51,False,True,-9.01,4.98
5,542,0,9,,,-9.09,1.52,,,False,False,-6.94,-5.04
6,542,1,8,,,-9.09,1.52,-9.11,1.51,False,True,-6.65,-0.1
7,542,1,8,,,-9.09,1.52,-9.09,1.51,False,True,-6.97,5.07
8,542,1,8,,,-9.09,1.52,-9.08,1.5,False,True,-4.88,-6.2
9,542,1,8,,,-9.09,1.52,-9.08,1.52,False,True,-4.84,-2.58
10,542,1,8,,,-9.09,1.52,-9.09,1.5,False,True,-4.98,2.46
11,542,0,9,,,-9.09,1.52,,,False,False,-4.75,5.96
1,543,1,8,-9.1,1.54,-9.1,1.53,-9.1,1.53,True,True,-13.99,0.01
2,543,1,8,,,-9.1,1.53,-9.11,1.55,False,True,-10.13,-5.15
3,543,1,8,,,-9.1,1.53,-9.1,1.53,False,True,-9.32,1.52
4,543,1,8,,,-9.1,1.53,-9.1,1.52,False,True,-8.72,5.04
5,543,0,9,,,-9.1,1.53,,,False,False,-6.64,-5.07
6,543,1,8,,,-9.1,1.53,-9.1,1.54,False,True,-6.51,-0.03
7,543,1,8,,,-9.1,1.53,-9.1,1.52,False,True,-6.63,5.01
8,543,1,8,,,-9.1,1.53,-9.11,1.55,False,True,-4.64,-6.07
9,543,1,8,,,-9.1,1.53,-9.08,1.53,False,True,-4.59,-2.46
10,543,1,8,,,-9.1,1.53,-9.1,1.53,False,True,-4.68,2.51
11,543,0,9,,,-9.1,1.53,,,False,False,-4.53,6.05
1,544,1,8,-9.1,1.56,-9.1,1.54,-9.1,1.55,True,True,-14.0,0.01
2,544,1,8,,,-9.1,1.54,-9.09,1.54,False,True,-10.17,-5.09
3,544,1,8,,,-9.1,1.54,-9.1,1.54,False,True,-9.33,1.54
4,544,1,8,,,-9.1,1.54,-9.11,1.55,False,True,-8.56,5.0
5,544,0,9,,,-9.1,1.54,,,False,False,-6.41,-5.05
6,544,1,8,,,-9.1,1.54,-9.11,1.54,False,True,-6.51,-0.02
7,544,1,8,,,-9.1,1.54,-9.09,1.53,False,True,-6.5,5.02
8,544,1,8,,,-9.1,1.54,-9.08,1.56,False,True,-4.54,-6.03
9,544,1,8,,,-9.1,1.54,-9.1,1.55,False,True,-4.54,-2.49
10,544,1,8,,,-9.1,1.54,-9.09,1.53,False,True,-4.56,2.49
11,544,0,9,,,-9.1,1.54,,,False,False,-4.53,6.0
1,545,1,8,-8.99,1.55,-9.1,1.55,-9.1,1.55,True,True,-13.99,0.01
2,545,1,8,,,-9.1,1.55,-9.09,1.55,False,True,-10.15,-4.98
3,545,1,8,,,-9.1,1.55,-9.1,1.55,False,True,-9.18,1.63
4,545,1,8,,,-9.1,1.55,-9.11,1.55,False,True,-8.54,5.01
5,545,0,9,,,-9.1,1.55,,,False,False,-6.41,-5.0
6,545,1,8,,,-9.1,1.55,-9.11,1.55,False,True,-6.51,-0.03
7,545,1,8,,,-9.1,1.55,-9.1,1.55,False,True,-6.52,5.02
8,545,1,8,,,-9.1,1.55,-9.11,1.56,False,True,-4.51,-6.01
9,545,1,8,,,-9.1,1.55,-9.1,1.58,False,True,-4.54,-2.49
10,545,1,8,,,-9.1,1.55,-9.12,1.57,False,True,-4.53,2.49
11,545,0,9,,,-9.1,1.55,,,False,False,-4.51,5.97
1,546,1,7,-8.92,1.76,-9.02,1.64,-8.93,1.72,True,True,-14.0,0.02
2,546,0,8,,,-9.02,1.63,,,False,False,-10.14,-4.92
3,546,1,7,,,-9.02,1.63,-9.03,1.64,False,True,-8.97,1.74
4,546,1,7,,,-9.02,1.63,-8.99,1.66,False,True,-8.54,4.99
5,546,0,8,,,-9.02,1.63,,,False,False,-6.5,-5.01
6,546,1,7,,,-9.02,1.63,-9.07,1.63,False,True,-6.52,0.02
7,546,1,7,,,-9.02,1.63,-9.03,1.61,False,True,-6.51,5.01
8,546,1,7,,,-9.02,1.63,-8.99,1.58,False,True,-4.51,-6.0
9,546,1,7,,,-9.02,1.63,-8.92,1.56,False,True,-4.53,-2.5
10,546,1,7,,,-9.02,1.63,-8.81,1.54,False,True,-4.52,2.49
11,546,0,8,,,-9.02,1.63,,,False,False,-4.51,5.99
1,547,1,7,-8.75,1.87,-8.8,1.85,-8.75,1.89,True,True,-14.0,0.01
2,547,0,8,,,-8.81,1.84,,,False,False,-10.14,-4.92
3,547,1,7,,,-8.81,1.84,-8.79,1.86,False,True,-8.63,2.07
4,547,1,7,,,-8.81,1.84,-8.8,1.83,False,True,-8.53,4.99
5,547,0,8,,,-8.81,1.84,,,False,False,-6.5,-4.97
6,547,1,7,,,-8.81,1.84,-8.82,1.82,False,True,-6.52,0.03
7,547,1,7,,,-8.81,1.84,-8.85,1.82,False,True,-6.53,5.02
8,547,1,7,,,-8.81,1.84,-8.87,1.79,False,True,-4.51,-5.99
9,547,1,7,,,-8.81,1.84,-8.87,1.77,False,True,-4.54,-2.5
10,547,1,7,,,-8.81,1.84,-8.89,1.77,False,True,-4.53,2.5
11,547,0,8,,,-8.81,1.84,,,False,False,-4.54,6.0
1,548,1,7,-8.78,1.91,-8.77,1.93,-8.77,1.91,True,True,-13.99,0.01
2,548,0,8,,,-8.77,1.93,,,False,False,-9.97,-4.77
3,548,1,7,,,-8.77,1.93,-8.77,1.93,False,True,-8.62,2.05
4,548,1,7,,,-8.77,1.93,-8.79,1.93,False,True,-8.63,4.98
5,548,0,8,,,-8.77,1.93,,,False,False,-6.71,-4.96
6,548,1,7,,,-8.77,1.93,-8.77,1.92,False,True,-6.68,0.12
7,548,1,7,,,-8.77,1.93,-8.76,1.93,False,True,-6.71,4.95
8,548,1,7,,,-8.77,1.93,-8.75,1.92,False,True,-4.66,-5.96
9,548,1,7,,,-8.77,1.93,-8.77,1.92,False,True,-4.69,-2.46
10,548,1,7,,,-8.77,1.93,-8.75,1.92,False,True,-4.7,2.5
11,548,0,8,,,-8.77,1.93,,,False,False,-4.82,5.99
1,549,1,6,-8.79,1.92,-8.78,1.92,-8.78,1.92,True,True,-14.0,0.01
2,549,0,7,,,-8.78,1.92,,,False,False,-9.75,-4.69
3,549,0,7,,,-8.78,1.92,,,False,False,-8.65,2.02
4,549,1,6,,,-8.78,1.92,-8.78,1.92,False,True,-8.8,4.99
5,549,0,7,,,-8.78,1.92,,,False,False,-6.92,-5.01
6,549,1,6,,,-8.78,1.92,-8.77,1.91,False,True,-6.94,0.32
7,549,1,6,,,-8.78,1.92,-8.8,1.93,False,True,-7.0,4.93
8,549,1,6,,,-8.78,1.92,-8.79,1.93,False,True,-4.95,-5.96
9,549,1,6,,,-8.78,1.92,-8.79,1.91,False,True,-5.0,-2.47
10,549,1,6,,,-8.78,1.92,-8.78,1.92,False,True,-5.1,2.51
11,549,0,7,,,-8.78,1.92,,,False,False,-5.1,5.97
1,550,1,8,-8.62,1.86,-8.67,1.87,-8.64,1.85,True,True,-13.99,0.01
2,550,1,8,,,-8.68,1.87,-8.67,1.87,False,True,-9.7,-4.72
3,550,1,8,,,-8.68,1.87,-8.66,1.87,False,True,-8.6,1.97
4,550,1,8,,,-8.68,1.87,-8.66,1.87,False,True,-9.11,4.99
5,550,0,9,,,-8.68,1.87,,,False,False,-7.25,-5.05
6,550,1,8,,,-8.68,1.87,-8.69,1.85,False,True,-7.29,0.33
7,550,1,8,,,-8.68,1.87,-8.7,1.85,False,True,-7.3,4.85
8,550,1,8,,,-8.68,1.87,-8.72,1.91,False,True,-5.21,-6.06
9,550,1,8,,,-8.68,1.87,-8.78,1.9,False,True,-5.3,-2.45
10,550,1,8,,,-8.68,1.87,-8.78,1.91,False,True,-5.47,2.45
11,550,0,9,,,-8.68,1.87,,,False,False,-5.42,5.93
1,551,1,8,,,-8.59,1.86,-8.51,1.81,False,True,-13.99,0.01
2,551,1,8,,,-8.6,1.86,-8.53,1.82,False,True,-9.8,-4.75
3,551,1,8,,,-8.6,1.86,-8.6,1.85,False,True,-8.59,1.95
4,551,1,8,,,-8.6,1.86,-8.56,1.85,False,True,-9.46,5.02
5,551,0,9,,,-8.6,1.86,,,False,False,-7.55,-4.97
6,551,1,8,,,-8.6,1.86,-8.56,1.87,False,True,-7.54,0.5
7,551,1,8,,,-8.6,1.86,-8.6,1.88,False,True,-7.61,4.92
8,551,1,8,,,-8.6,1.86,-8.6,1.89,False,True,-5.47,-6.02
9,551,1,8,,,-8.6,1.86,-8.62,1.87,False,True,-5.6,-2.45
10,551,1,8,,,-8.6,1.86,-8.63,1.89,False,True,-5.85,2.47
11,551,0,9,,,-8.6,1.86,,,False,False,-5.76,5.87
1,552,1,7,,,-8.5,1.78,-8.5,1.76,False,True,-14.0,0.02
2,552,1,7,,,-8.5,1.79,-8.55,1.77,False,True,-9.97,-4.65
3,552,0,8,,,-8.5,1.79,,,False,False,-8.59,1.95
4,552,1,7,,,-8.5,1.79,-8.51,1.76,False,True,-9.78,5.01
5,552,0,8,,,-8.5,1.79,,,False,False,-7.8,-4.99
6,552,1,7,,,-8.5,1.79,-8.5,1.78,False,True,-7.77,0.75
7,552,1,7,,,-8.5,1.79,-8.5,1.79,False,True,-7.93,4.94
8,552,1,7,,,-8.5,1.79,-8.51,1.81,False,True,-5.76,-5.99
9,552,1,7,,,-8.5,1.79,-8.51,1.8,False,True,-5.88,-2.51
10,552,1,7,,,-8.5,1.79,-8.5,1.8,False,True,-6.22,2.48
11,552,0,8,,,-8.5,1.79,,,False,False,-6.03,5.74
1,553,1,8,,,-8.5,1.77,-8.5,1.75,False,True,-13.99,0.01
2,553,1,8,,,-8.5,1.77,-8.5,1.74,False,True,-10.23,-4.64
3,553,1,8,,,-8.5,1.77,-8.5,1.79,False,True,-8.63,1.82
4,553,1,8,,,-8.5,1.77,-8.5,1.74,False,True,-10.13,5.0
5,553,0,9,,,-8.5,1.77,,,False,False,-8.11,-5.0
6,553,1,8,,,-8.5,1.77,-8.49,1.74,False,True,-8.01,1.02
7,553,1,8,,,-8.5,1.77,-8.5,1.76,False,True,-8.25,4.95
8,553,1,8,,,-8.5,1.77,-8.48,1.75,False,True,-6.04,-5.92
9,553,1,8,,,-8.5,1.77,-8.5,1.75,False,True,-6.22,-2.46
10,553,1,8,,,-8.5,1.77,-8.49,1.75,False,True,-6.57,2.46
11,553,0,9,,,-8.5,1.77,,,False,False,-6.3,5.79
1,554,1,8,,,-8.5,1.72,-8.49,1.7,False,True,-13.99,0.01
2,554,1,8,,,-8.5,1.72,-8.5,1.7,False,True,-10.5,-4.72
3,554,1,8,,,-8.5,1.72,-8.5,1.72,False,True,-8.82,1.58
4,554,1,8,,,-8.5,1.72,-8.5,1.73,False,True,-10.41,5.0
5,554,0,9,,,-8.5,1.72,,,False,False,-8.42,-5.04
6,554,1,8,,,-8.5,1.72,-8.51,1.72,False,True,-8.13,1.28
7,554,1,8,,,-8.5,1.72,-8.5,1.72,False,True,-8.52,5.01
8,554,1,8,,,-8.5,1.72,-8.49,1.73,False,True,-6.38,-5.89
9,554,1,8,,,-8.5,1.72,-8.51,1.73,False,True,-6.52,-2.51
10,554,1,8,,,-8.5,1.72,-8.49,1.74,False,True,-6.89,2.5
11,554,0,9,,,-8.5,1.72,,,False,False,-6.61,5.84
1,555,1,8,,,-8.5,1.71,-8.49,1.69,False,True,-14.0,0.02
2,555,1,8,,,-8.5,1.71,-8.5,1.71,False,True,-10.83,-4.82
3,555,1,8,,,-8.5,1.71,-8.5,1.7,False,True,-8.85,1.62
4,555,1,8,,,-8.5,1.71,-8.51,1.71,False,True,-10.76,4.98
5,555,0,9,,,-8.5,1.71,,,False,False,-8.66,-4.9
6,555,1,8,,,-8.5,1.71,-8.5,1.72,False,True,-8.25,1.46
7,555,1,8,,,-8.5,1.71,-8.51,1.71,False,True,-8.87,5.04
8,555,1,8,,,-8.5,1.71,-8.5,1.72,False,True,-6.65,-5.9
9,555,1,8,,,-8.5,1.71,-8.52,1.7,False,True,-6.8,-2.47
10,555,1,8,,,-8.5,1.71,-8.5,1.71,False,True,-7.23,2.49
11,555,0,9,,,-8.5,1.71,,,False,False,-6.89,5.81
1,556,1,8,,,-8.51,1.61,-8.47,1.37,False,True,-13.99,0.01
2,556,1,8,,,-8.51,1.61,-8.51,1.44,False,True,-11.15,-4.9
3,556,1,8,,,-8.51,1.61,-8.53,1.49,False,True,-8.72,1.67
4,556,1,8,,,-8.51,1.61,-8.57,1.55,False,True,-11.08,4.96
5,556,0,9,,,-8.51,1.61,,,False,False,-8.95,-4.96
6,556,1,8,,,-8.51,1.61,-8.5,1.72,False,True,-8.19,1.41
7,556,1,8,,,-8.51,1.61,-8.51,1.71,False,True,-9.19,5.03
8,556,1,8,,,-8.51,1.61,-8.52,1.72,False,True,-6.95,-5.86
9,556,1,8,,,-8.51,1.61,-8.51,1.71,False,True,-7.11,-2.48
10,556,1,8,,,-8.51,1.61,-8.5,1.7,False,True,-7.54,2.44
11,556,0,9,,,-8.51,1.61,,,False,False,-7.23,5.87
1,557,1,8,,,-8.3,1.11,-8.19,0.92,False,True,-14.0,0.01
2,557,1,8,,,-8.3,1.12,-8.22,0.96,False,True,-11.39,-4.94
3,557,1,8,,,-8.3,1.12,-8.23,1.0,False,True,-8.91,1.68
4,557,1,8,,,-8.3,1.12,-8.24,1.03,False,True,-11.37,5.0
5,557,0,9,,,-8.3,1.12,,,False,False,-9.29,-5.04
6,557,1,8,,,-8.3,1.12,-8.3,1.11,False,True,-8.16,1.24
7,557,1,8,,,-8.3,1.12,-8.32,1.14,False,True,-9.49,5.0
8,557,1,8,,,-8.3,1.12,-8.37,1.21,False,True,-7.24,-5.85
9,557,1,8,,,-8.3,1.12,-8.37,1.25,False,True,-7.31,-2.48
10,557,1,8,,,-8.3,1.12,-8.41,1.28,False,True,-7.74,2.5
11,557,0,9,,,-8.3,1.12,,,False,False,-7.55,5.92
1,558,1,8,,,-8.09,0.75,-8.02,0.61,False,True,-14.0,0.01
2,558,1,8,,,-8.1,0.76,-8.05,0.67,False,True,-11.5,-4.9
3,558,1,8,,,-8.1,0.76,-8.04,0.66,False,True,-9.16,1.78
4,558,1,8,,,-8.1,0.76,-8.08,0.7,False,True,-11.4,5.02
5,558,0,9,,,-8.1,0.76,,,False,False,-9.57,-4.98
6,558,1,8,,,-8.1,0.76,-8.09,0.75,False,True,-8.14,1.16
7,558,1,8,,,-8.1,0.76,-8.12,0.77,False,True,-9.54,4.98
8,558,1,8,,,-8.1,0.76,-8.12,0.8,False,True,-7.27,-5.93
9,558,1,8,,,-8.1,0.76,-8.12,0.84,False,True,-7.36,-2.47
10,558,1,8,,,-8.1,0.76,-8.15,0.86,False,True,-7.72,2.49
11,558,0,9,,,-8.1,0.76,,,False,False,-7.75,5.91
1,559,1,8,,,-7.95,0.54,-7.91,0.47,False,True,-13.99,0.0
2,559,1,8,,,-7.95,0.54,-7.93,0.46,False,True,-11.37,-4.83
3,559,1,8,,,-7.95,0.54,-7.93,0.48,False,True,-9.39,1.79
4,559,1,8,,,-7.95,0.54,-7.93,0.51,False,True,-11.22,4.96
5,559,0,9,,,-7.95,0.54,,,False,False,-9.9,-4.99
6,559,1,8,,,-7.95,0.54,-7.95,0.54,False,True,-8.05,1.01
7,559,1,8,,,-7.95,0.54,-7.96,0.53,False,True,-9.34,4.91
8,559,1,8,,,-7.95,0.54,-7.96,0.56,False,True,-7.1,-6.02
9,559,1,8,,,-7.95,0.54,-7.97,0.59,False,True,-7.17,-2.53
10,559,1,8,,,-7.95,0.54,-7.98,0.58,False,True,-7.49,2.53
11,559,0,9,,,-7.95,0.54,,,False,False,-7.76,5.92
1,560,1,8,,,-7.87,0.39,-7.84,0.35,False,True,-14.0,0.01
2,560,1,8,,,-7.87,0.39,-7.84,0.33,False,True,-11.15,-4.77
3,560,1,8,,,-7.87,0.39,-7.85,0.35,False,True,-9.51,1.62
4,560,1,8,,,-7.87,0.39,-7.85,0.36,False,True,-10.94,4.99
